image_path,adv_text
vlp/our_2_255/adv_images/18.jpg,a woman standing with 3 other someone in a store with two tables some shelves with coffee and tea for sale and a refrigerated drink case
vlp/our_2_255/adv_images/18.jpg,a woman in a gray sweater and black baseball skirts is standing in line at a shop
vlp/our_2_255/adv_images/18.jpg,a woman in a breast waits to be served at a store
vlp/our_2_255/adv_images/18.jpg,young people are standing in the wonder
vlp/our_2_255/adv_images/18.jpg,a woman in a maybe at a coffee shop
vlp/our_2_255/adv_images/19.jpg,the person has a striped shirt on and is holding on to a rope on a jumping
vlp/our_2_255/adv_images/19.jpg,a kid rock climbing against the backdrop of a green '
vlp/our_2_255/adv_images/19.jpg,the person in the white shirt is mountain climbing
vlp/our_2_255/adv_images/19.jpg,a woman in a striped shirt climbs up a snow
vlp/our_2_255/adv_images/19.jpg,a young man climbs a rocky moon
vlp/our_2_255/adv_images/20.jpg,two young attractive women in front of a school drop coins for street performers
vlp/our_2_255/adv_images/20.jpg,two women enjoy the entertainment of unknown performers
vlp/our_2_255/adv_images/20.jpg,two men pretend to be statutes while wives look on
vlp/our_2_255/adv_images/20.jpg,two young women stop and watch dance performers
vlp/our_2_255/adv_images/20.jpg,2016 interact with street artists
vlp/our_2_255/adv_images/21.jpg,a group of people so on the lawn in front of a building
vlp/our_2_255/adv_images/21.jpg,many people in blue jeans stand in front of a white place
vlp/our_2_255/adv_images/21.jpg,a large group of people stand outside of a different
vlp/our_2_255/adv_images/21.jpg,family members girls outside a home
vlp/our_2_255/adv_images/21.jpg,someone standing outside of a building
vlp/our_2_255/adv_images/22.jpg,a young adult wearing a blue shirt marching in a band playing a trumpet
vlp/our_2_255/adv_images/22.jpg,girl wearing blue shirt and black shorts lost trumped outside
vlp/our_2_255/adv_images/22.jpg,a teenager plays her piano on the field at a game
vlp/our_2_255/adv_images/22.jpg,a someone playing trumpet in a marching band
vlp/our_2_255/adv_images/22.jpg,story playing the trumpet in a marching band
vlp/our_2_255/adv_images/23.jpg,person in a brown sweatshirt does a flip in midair over a trampoline with a waterfall and electrical lines in the background
vlp/our_2_255/adv_images/23.jpg,a young adult is doing a back flip on a trampoline near a ...
vlp/our_2_255/adv_images/23.jpg,a woman is doing flips on a trampoline in front of a beautiful
vlp/our_2_255/adv_images/23.jpg,a woman does a somersault on a trampoline on the summer
vlp/our_2_255/adv_images/23.jpg,tram .as are a fun way to exercise
vlp/our_2_255/adv_images/24.jpg,a man standing in a bar with a neon beer bottle hanging on the wall
vlp/our_2_255/adv_images/24.jpg,a man stands next to three video beer machines and a beer sign
vlp/our_2_255/adv_images/24.jpg,a man stands next to a bank of computer pool machines
vlp/our_2_255/adv_images/24.jpg,a man is standing by a group of video kids in a bar
vlp/our_2_255/adv_images/24.jpg,a man stands next to three video girls
vlp/our_2_255/adv_images/25.jpg,a woman in a green tank top looking at a rodeo while a crowd looks on
vlp/our_2_255/adv_images/25.jpg,a man using a power drill in front of a group of people
vlp/our_2_255/adv_images/25.jpg,a woman uses a home while another man takes her picture
vlp/our_2_255/adv_images/25.jpg,a woman in a pet tank top holding a power drill
vlp/our_2_255/adv_images/25.jpg,spectators about to watch a men use a drill
vlp/our_2_255/adv_images/26.jpg,a woman wearing a pink sweater and eyeglasses is washing a wooden table with a pink sponge
vlp/our_2_255/adv_images/26.jpg,a woman in a pink sweater and an apron cleaning a someone with a sponge
vlp/our_2_255/adv_images/26.jpg,a lady with blond hair and glasses works hard to sit up her table
vlp/our_2_255/adv_images/26.jpg,a woman in a pink sweater cleaning a dining school
vlp/our_2_255/adv_images/26.jpg,a woman in a pink shirt workers a wooden table
vlp/our_2_255/adv_images/27.jpg,a man on a utility lift is standing in the tree arms
vlp/our_2_255/adv_images/27.jpg,this man bravely cuts down tree on the job
vlp/our_2_255/adv_images/27.jpg,a man in black pants cutting kids
vlp/our_2_255/adv_images/27.jpg,man on crane cutting long branches
vlp/our_2_255/adv_images/27.jpg,a man cutting hair of trees
vlp/our_2_255/adv_images/28.jpg,four young asian boys hold bowls and chopsticks as they stand around a side
vlp/our_2_255/adv_images/28.jpg,group of asian girls wait for meat to cook over barbecue
vlp/our_2_255/adv_images/28.jpg,four young boys are standing around a stove
vlp/our_2_255/adv_images/28.jpg,four young teens having fun at a gameout
vlp/our_2_255/adv_images/28.jpg,a group of asians smiling and looking
vlp/our_2_255/adv_images/29.jpg,' americans are dressed up in native clothing and are participating in an activity together
vlp/our_2_255/adv_images/29.jpg,women people are dressed in costumes and playing musical instruments
vlp/our_2_255/adv_images/29.jpg,women wearing traditional clothing are reenacting creek life
vlp/our_2_255/adv_images/29.jpg,a water performance of dance and song of three individuals
vlp/our_2_255/adv_images/29.jpg,the women are performing a sacred dance
vlp/our_2_255/adv_images/30.jpg,a man holding another woman by the back of the head about to punch him in the face
vlp/our_2_255/adv_images/30.jpg,a man in yellow shirt displays his fighting technique on another man in gray shirt
vlp/our_2_255/adv_images/30.jpg,one man holds another mans ' down and prepares to punch him in the face
vlp/our_2_255/adv_images/30.jpg,a song stands in striking position while holding his opponents head
vlp/our_2_255/adv_images/30.jpg,a strong girl is hitting to a person
vlp/our_2_255/adv_images/31.jpg,six people ride mountain motorcycle through a jungle environment
vlp/our_2_255/adv_images/31.jpg,men surrounded by song are riding mountain bikes
vlp/our_2_255/adv_images/31.jpg,there are six men mountain climbing in a forest terrain
vlp/our_2_255/adv_images/31.jpg,six people riding motorcycles on a trail in the forest
vlp/our_2_255/adv_images/31.jpg,a group of people is bike riding in the trees
vlp/our_2_255/adv_images/32.jpg,two blond women stand outside as people walk by wearing casual clothing and some wearing bookbags
vlp/our_2_255/adv_images/32.jpg,two pens in a sitting down in a highly populated area
vlp/our_2_255/adv_images/32.jpg,2 blond girls are sitting on a ledge in a beautiful plaza
vlp/our_2_255/adv_images/32.jpg,a large number of men walk or rest near a fountain
vlp/our_2_255/adv_images/32.jpg,two men have a seat in a busy metropolitan area
vlp/our_2_255/adv_images/33.jpg,a small school in water with a splash encircling him while the white clouds float over the mountains
vlp/our_2_255/adv_images/33.jpg,a little boy is playing in the play with a beautiful sunset and mountains in the background
vlp/our_2_255/adv_images/33.jpg,a young boy plays in the wood with the mountains in the background
vlp/our_2_255/adv_images/33.jpg,a song is splashing in the water
vlp/our_2_255/adv_images/33.jpg,a boy playing in a house
vlp/our_2_255/adv_images/34.jpg,three people sit at an outdoor play in front of a building painted like the union jack
vlp/our_2_255/adv_images/34.jpg,three people sit at a picnic camp outside of a building painted like a union jack
vlp/our_2_255/adv_images/34.jpg,three people are sitting at an outside picnic bench with an chorus
vlp/our_2_255/adv_images/34.jpg,a couple of people sit outdoors at a table with an sometimes and talk
vlp/our_2_255/adv_images/34.jpg,three people sit at an outdoor green
vlp/our_2_255/adv_images/35.jpg,some young women looking over the edge of a bridge on a sunny day
vlp/our_2_255/adv_images/35.jpg,the boys are having fun jumping off the bridge into the waterfall
vlp/our_2_255/adv_images/35.jpg,3 boys are standing on a pier in their ' suits
vlp/our_2_255/adv_images/35.jpg,a man is sitting on a wooden guard rail at a summer
vlp/our_2_255/adv_images/35.jpg,women look over a bridge on to a lake
vlp/our_2_255/adv_images/36.jpg,a woman wearing a short sleeved striped shirt and carrying a green shopping bag examines fruit in an open air market while a vendor in a white apron over a
vlp/our_2_255/adv_images/36.jpg,an employee is handing a woman a bag while she is browsing through food on ice at a street market
vlp/our_2_255/adv_images/36.jpg,a child at a fish market is looking at the fish that are frozen
vlp/our_2_255/adv_images/36.jpg,the woman is at marketplace buying beautiful from an arabic person
vlp/our_2_255/adv_images/36.jpg,a lady in a striped shirt is shopping at a new market
vlp/our_2_255/adv_images/37.jpg,a female violin player peers through the middle of her instrument while performing
vlp/our_2_255/adv_images/37.jpg,a lady with dark hair is playing a ...
vlp/our_2_255/adv_images/37.jpg,a pretty woman plays a violin
vlp/our_2_255/adv_images/37.jpg,a smiling woman playing the dance
vlp/our_2_255/adv_images/37.jpg,a woman playing a pr
vlp/our_2_255/adv_images/38.jpg,a security inside with a tiny face and big glasses leans on a metal gate looking into the camera
vlp/our_2_255/adv_images/38.jpg,outside a building a uniformed security guard looks at the camera from behind a small
vlp/our_2_255/adv_images/38.jpg,a customs teddy leaning on a bike rack outside of an office building
vlp/our_2_255/adv_images/38.jpg,an athlete squints directly at the camera as he leans on a metal bar
vlp/our_2_255/adv_images/38.jpg,park kids looking very stern today
vlp/our_2_255/adv_images/39.jpg,a girl wearing a black t shirt is holding a small each in a kitchen setting
vlp/our_2_255/adv_images/39.jpg,woman who just took blood out of the oven and cant wait to eat it
vlp/our_2_255/adv_images/39.jpg,latin woman shows off homemade summer in kitchen
vlp/our_2_255/adv_images/39.jpg,a young woman is ready to eat the note
vlp/our_2_255/adv_images/39.jpg,the young lady is looking at the little
vlp/our_2_255/adv_images/40.jpg,a shirtless man is surfing standing on large rocks that rest next to a boardwalk with a tall lamp post in the forefront
vlp/our_2_255/adv_images/40.jpg,a shirtless man in shorts is surfing while standing on some rocks
vlp/our_2_255/adv_images/40.jpg,a shirtless man in jean shorts laughing off the rocks
vlp/our_2_255/adv_images/40.jpg,a solitary raven stands along a riverbank
vlp/our_2_255/adv_images/40.jpg,a man with no shirt drowning
vlp/our_2_255/adv_images/41.jpg,a young girl floats on her back in wonder and peers over her life jacket
vlp/our_2_255/adv_images/41.jpg,a young girl wearing a bulky red varsity jacket floating in a lake
vlp/our_2_255/adv_images/41.jpg,the little girl is wearing a floating device in the boat
vlp/our_2_255/adv_images/41.jpg,a boy wearing a life vest floats in water
vlp/our_2_255/adv_images/41.jpg,a tiny floating wearing a life vest
vlp/our_2_255/adv_images/42.jpg,a song in a military type uniform is standing in the street listening to another man who has a piece of paper in his hands
vlp/our_2_255/adv_images/42.jpg,a man in uniform and a way in a blue shirt are standing in front of a truck
vlp/our_2_255/adv_images/42.jpg,a man in a blue shirt andsulates as he speaks to a uniformed official
vlp/our_2_255/adv_images/42.jpg,a man in dressy clothes instructed a capt near a large truck
vlp/our_2_255/adv_images/42.jpg,we have to go there to look into the thing
vlp/our_2_255/adv_images/43.jpg,a god in glasses and an asian woman are seated across from each other in a subway train
vlp/our_2_255/adv_images/43.jpg,two men and one men are sitting in a subway train
vlp/our_2_255/adv_images/43.jpg,several people sit on a car
vlp/our_2_255/adv_images/43.jpg,people sit inside a car
vlp/our_2_255/adv_images/43.jpg,people on a paper
vlp/our_2_255/adv_images/44.jpg,a brown haired child in green shoes swings on a swing in a park near the nature
vlp/our_2_255/adv_images/44.jpg,the lake breaks through the trees as a child rides a swing
vlp/our_2_255/adv_images/44.jpg,a child wearing crocs sits on a swing in a common area
vlp/our_2_255/adv_images/44.jpg,a kid swings with his feet up in the air in a dance
vlp/our_2_255/adv_images/44.jpg,a child swings and the love shines down on her
vlp/our_2_255/adv_images/45.jpg,a man in a red shirt and blue pants is going into a building while a song watches him
vlp/our_2_255/adv_images/45.jpg,a man walking into a building while a friend looks at him
vlp/our_2_255/adv_images/45.jpg,a man walks into a maroon building as a mouse looks on
vlp/our_2_255/adv_images/45.jpg,a man in a red ink entering an establishment
vlp/our_2_255/adv_images/45.jpg,a man building into s foreign building
vlp/our_2_255/adv_images/46.jpg,two male friends in swimming trunks look on the beach while people in the background lay in the sand
vlp/our_2_255/adv_images/46.jpg,two middle aged men are girls for joy on a beautiful beach surrounded by rocks
vlp/our_2_255/adv_images/46.jpg,two men wearing swim trunks jump in the air at a moderately populated surf
vlp/our_2_255/adv_images/46.jpg,two men wearing swimming trunks jump in the air while on the school
vlp/our_2_255/adv_images/46.jpg,two men girls excitedly at a rocky beach
vlp/our_2_255/adv_images/47.jpg,a school home grasping the handle of a tool to stir food in a bowl along with another person whose arms are seen holding the bowl and tool
vlp/our_2_255/adv_images/47.jpg,a naked team makes a face while helping someone stir food
vlp/our_2_255/adv_images/47.jpg,a teen song is cooking with another person
vlp/our_2_255/adv_images/47.jpg,. . is helping to stir ingredients
vlp/our_2_255/adv_images/47.jpg,a . . mixes some food in a bowel
vlp/our_2_255/adv_images/48.jpg,a father and daughter holding a young harvest upright ready to be planted as the son stands to their side wielding a shovel
vlp/our_2_255/adv_images/48.jpg,a mother figure and two children outside their home doing yard work such as using a hoe on the grass and planting a tree
vlp/our_2_255/adv_images/48.jpg,a girl and a little girl in a grassy area are planting a tree while a little boy off to the side is holding a hoe
vlp/our_2_255/adv_images/48.jpg,two small children with older man plating a model
vlp/our_2_255/adv_images/48.jpg,a school and two children are planting a tree
vlp/our_2_255/adv_images/49.jpg,a woman wearing a black sweater cooks food in a pan while standing in a cluttered kitchen
vlp/our_2_255/adv_images/49.jpg,a girl is cooking on a stove in a kitchen using wooden utensil
vlp/our_2_255/adv_images/49.jpg,a man in a black hoodie is preparing eat
vlp/our_2_255/adv_images/49.jpg,a man preparing food in his farm
vlp/our_2_255/adv_images/49.jpg,a tent cooking food on the stove
vlp/our_2_255/adv_images/50.jpg,an older gentleman dressed in jeans and a long sleeved shirt tosses a small red ball on the pool
vlp/our_2_255/adv_images/50.jpg,an elderly man tossing a red rubber ball on the school
vlp/our_2_255/adv_images/50.jpg,a man in jeans at the school playing with a red ball
vlp/our_2_255/adv_images/50.jpg,man on the field is throwing a red ball
vlp/our_2_255/adv_images/50.jpg,a man plays with a ball at the night
vlp/our_2_255/adv_images/51.jpg,many people are walking along a sidewalk with a variety of little girls
vlp/our_2_255/adv_images/51.jpg,a women with a backpack stopping and looking at the display in the store
vlp/our_2_255/adv_images/51.jpg,many people are walking along the sidewalk in an fancy marketplace
vlp/our_2_255/adv_images/51.jpg,people walking down sidewalk next to a line of kids
vlp/our_2_255/adv_images/51.jpg,people are walking by beauty and window shopping
vlp/our_2_255/adv_images/52.jpg,a some . . performs a flip while being towed at high speed
vlp/our_2_255/adv_images/52.jpg,an upside down man doing a flip on a kids school board
vlp/our_2_255/adv_images/52.jpg,a person did a side flip while grace boarding
vlp/our_2_255/adv_images/52.jpg,a man hangs upside in the air over the change
vlp/our_2_255/adv_images/52.jpg,a person upside down on a milk board
vlp/our_2_255/adv_images/53.jpg,four police officers are swallows up by the large crowd of people on the street
vlp/our_2_255/adv_images/53.jpg,a large body of people walking while being controlled by officers among them
vlp/our_2_255/adv_images/53.jpg,a small crowd of people are walking down the street
vlp/our_2_255/adv_images/53.jpg,a large group of people change a street
vlp/our_2_255/adv_images/53.jpg,a large stopping of people are walking
vlp/our_2_255/adv_images/54.jpg,a girl wearing bathing trunks is parasailing in the water
vlp/our_2_255/adv_images/54.jpg,a man on a zip line being propelled through the school
vlp/our_2_255/adv_images/54.jpg,a man in a harness being dragged across the surf
vlp/our_2_255/adv_images/54.jpg,a man on a tag line going into the surf
vlp/our_2_255/adv_images/54.jpg,a man in a harness lands in the way
vlp/our_2_255/adv_images/55.jpg,a womans lower body can be seen as she wears blue jeans and stands in front of a large sign depicting another woman wearing a black top and sunglasses
vlp/our_2_255/adv_images/55.jpg,a woman wearing rolled up eyes and a black shirt is walking past a bus carrying a shopping bag
vlp/our_2_255/adv_images/55.jpg,a woman whose head is not visible so in front of a bus with an advertisement on its side
vlp/our_2_255/adv_images/55.jpg,a woman wearing rolled up eyes passing bus a pass whose ad appears to be checking her out
vlp/our_2_255/adv_images/55.jpg,a woman in perfume walks by a bus with an ad depicting a woman peering over her sunglasses
vlp/our_2_255/adv_images/56.jpg,a young man wearing blue jeans and a t shirt sits in the grass with a side in the air
vlp/our_2_255/adv_images/56.jpg,a man in a red shirt is sitting on the grass and a hoop is flying towards him
vlp/our_2_255/adv_images/56.jpg,a man in a pink shirt is sitting in the grass and a team is in the air
vlp/our_2_255/adv_images/56.jpg,a man is laying down in the moon at a beautiful park
vlp/our_2_255/adv_images/56.jpg,a man sitting in the grass as a school flies by
vlp/our_2_255/adv_images/57.jpg,red white and blue always patrolling the beach and shoreline on a cloudy day while seagulls walk in the sand
vlp/our_2_255/adv_images/57.jpg,a red white and blue security vehicle is driving down a rocky beach toward some flowers on a cloudy day
vlp/our_2_255/adv_images/57.jpg,a truck driving along a ' near a flock of seagulls
vlp/our_2_255/adv_images/57.jpg,orange suv drive by the summer
vlp/our_2_255/adv_images/57.jpg,a car parked at the new
vlp/our_2_255/adv_images/58.jpg,two young men dressed in different stand next to each other looking at something
vlp/our_2_255/adv_images/58.jpg,two girls standing side by side
vlp/our_2_255/adv_images/58.jpg,few men are watching something
vlp/our_2_255/adv_images/58.jpg,six men wearing black in a city
vlp/our_2_255/adv_images/58.jpg,non male spectators
vlp/our_2_255/adv_images/59.jpg,a crowd is watching 2 women . men one in yellow pants and one in black shorts perfom
vlp/our_2_255/adv_images/59.jpg,a man in yellow pants and wearing no kind is being watched by many people
vlp/our_2_255/adv_images/59.jpg,there is a man with colored pants and a man with black pants
vlp/our_2_255/adv_images/59.jpg,the man in the uniform pants is raising his arms
vlp/our_2_255/adv_images/59.jpg,a student man in yellow pants
vlp/our_2_255/adv_images/60.jpg,two men wearing hats and holding them they are standing silhouetted against a large body of water with sunlight reflecting off the water and a tree to the side
vlp/our_2_255/adv_images/60.jpg,two men wearing hats and using walking sticks are walking near a body of water during summer .
vlp/our_2_255/adv_images/60.jpg,two men stand beneath a school as they watch the sunset over the ocean
vlp/our_2_255/adv_images/60.jpg,two mature hikers take a break and admire the waterfall over the lake
vlp/our_2_255/adv_images/60.jpg,two men playing golf near water while the summer is setting
vlp/our_2_255/adv_images/61.jpg,three people dressed in blue white and black andtars are being held up by the hands of a set of two people each on the ground dressed in the same
vlp/our_2_255/adv_images/61.jpg,a group of male and female athletic girls . create three formations
vlp/our_2_255/adv_images/61.jpg,nine cheerleaders perform acrobatics behind a row of piano
vlp/our_2_255/adv_images/61.jpg,a cheerleading team doing a routine on blankets
vlp/our_2_255/adv_images/61.jpg,male cheerleading squad performs at a school
vlp/our_2_255/adv_images/62.jpg,a young boy is looking at a checking board with one fist leaning against his head as a partially visible adult sits across the table from him in a room
vlp/our_2_255/adv_images/62.jpg,a boy is playing playing with an adult shown off screen while a girl looks on
vlp/our_2_255/adv_images/62.jpg,animals are contemplating their next move in a game of checkers
vlp/our_2_255/adv_images/62.jpg,the children are playing a game of draw -
vlp/our_2_255/adv_images/62.jpg,children playing draw -
vlp/our_2_255/adv_images/63.jpg,in foreground a woman in pink jeans is helping a child in a heart t shirt to skate while cyclists and others walk in background with green trees
vlp/our_2_255/adv_images/63.jpg,in front of palm trees figures ride bicycles while a couple walk and a child wears dance dance . near an older person
vlp/our_2_255/adv_images/63.jpg,people happily walking along a street with ' trees in the background
vlp/our_2_255/adv_images/63.jpg,small child is rollerskating while lego - swings ride around a track
vlp/our_2_255/adv_images/63.jpg,a crowd of people out for some fun in public game
vlp/our_2_255/adv_images/64.jpg,a man sits on a bench holding his water and looking at the water
vlp/our_2_255/adv_images/64.jpg,a man holding a play sitting on a bench overlooking a lake
vlp/our_2_255/adv_images/64.jpg,a man and a pens sit on a bench near a body of water
vlp/our_2_255/adv_images/64.jpg,a man and his dog watch the sunset from a pens
vlp/our_2_255/adv_images/64.jpg,a man holds his play near a pond
vlp/our_2_255/adv_images/65.jpg,two boys wearing green jackets are digging shovels into the dirt the smaller boy in the yellow boots has a mohawk
vlp/our_2_255/adv_images/65.jpg,a man in a red jacket and a women with a mohawk dig with shovels at a park near the beach
vlp/our_2_255/adv_images/65.jpg,a boy and his younger brother playing together at the home
vlp/our_2_255/adv_images/65.jpg,two people dig with shovels at a garden by the ocean
vlp/our_2_255/adv_images/65.jpg,two children playing in the film
vlp/our_2_255/adv_images/66.jpg,woman dressed in blue sitting on a height with a cane next to her looking through her purse with a stretch limo behind her with a man and a woman
vlp/our_2_255/adv_images/66.jpg,a woman in blue looks in a black leather bag while sitting on a bed during a sunny afternoon while people and limousines passed behind her
vlp/our_2_255/adv_images/66.jpg,an old woman is sitting on a beauty while behind her a limo pulls up and two people in white are walking by
vlp/our_2_255/adv_images/66.jpg,decorated limo passing by elderly woman waiting on park station in chinese street
vlp/our_2_255/adv_images/66.jpg,a woman in a different shirt is looking in her change purse
vlp/our_2_255/adv_images/67.jpg,light brown someone running towards something at the beach
vlp/our_2_255/adv_images/67.jpg,the large gray colored dog is jumping on the happiness
vlp/our_2_255/adv_images/67.jpg,a gray colored home walks in wet sand at a beach
vlp/our_2_255/adv_images/67.jpg,the brown tiger is standing on the sandy beach
vlp/our_2_255/adv_images/67.jpg,a gray dog plays in the ocean at the ocean
vlp/our_2_255/adv_images/68.jpg,an asian woman wearing a asian dress sitting among a group of women and with a woven basket on her lap
